"0","C","100","5-9 YEARS","4127","75995"
"0","A","101","20-29 YEARS","163","8469"
"0","A","101","30-39 YEARS","158","11595"
"0","A","101","40-49 YEARS","115","8397"
"0","A","101","50-59 YEARS","94","7624"
"0","C","101","10-14 YEARS","145","2030"
"0","C","101","15-19 YEARS","98","1654"
"0","C","101","5-9 YEARS","272","2494"
"0","A","102","20-29 YEARS","20","1207"
"0","A","102","30-39 YEARS","37","2189"
"0","A","102","40-49 YEARS","21","1566"
"0","A","102","50-59 YEARS","13","771"
"0","C","102","10-14 YEARS","26","240"
"0","C","102","15-19 YEARS","11","171"
"0","C","102","5-9 YEARS","57","290"
"0","A","103","20-29 YEARS","1026","57494"
"0","A","103","30-39 YEARS","995","66135"
"0","A","103","40-49 YEARS","988","74611"
"0","A","103","50-59 YEARS","814","54946"
"0","C","103","10-14 YEARS","1875","31436"
"0","C","103","15-19 YEARS","1213","29837"
"0","C","103","5-9 YEARS","3421","30667"
"0","A","104","20-29 YEARS","1678","183682"
"0","A","104","30-39 YEARS","1676","209699"
"0","A","104","40-49 YEARS","1606","190084"
"0","A","104","50-59 YEARS","1358","136072"
"0","C","104","10-14 YEARS","2428","108173"
"0","C","104","15-19 YEARS","1437","92252"
"0","C","104","5-9 YEARS","4329","109724"
"0","A","105","20-29 YEARS","1893","75747"
"0","A","105","30-39 YEARS","2114","89156"
"0","A","105","40-49 YEARS","2554","106680"
"0","A","105","50-59 YEARS","1963","89404"
"0","C","105","10-14 YEARS","5237","43362"
"0","C","105","15-19 YEARS","3548","38237"
"0","C","105","5-9 YEARS","8523","41321"
"0","A","106","20-29 YEARS","141","9374"
"0","A","106","30-39 YEARS","146","11018"
"0","A","106","40-49 YEARS","120","12035"
"0","A","106","50-59 YEARS","108","9722"
"0","C","106","10-14 YEARS","382","4289"
"0","C","106","15-19 YEARS","225","3163"
"0","C","106","5-9 YEARS","606","4025"
"0","A","107","20-29 YEARS","470","24844"
"0","A","107","30-39 YEARS","533","34946"
"0","A","107","40-49 YEARS","545","35432"
"0","A","107","50-59 YEARS","522","27627"
"0","C","107","10-14 YEARS","414","15378"
"0","C","107","15-19 YEARS","341","12003"
"0","C","107","5-9 YEARS","762","14839"
"0","A","108","20-29 YEARS","404","8881"
"0","A","108","30-39 YEARS","409","11836"
"0","A","108","40-49 YEARS","474","12857"
"0","A","108","50-59 YEARS","307","10496"
