"1","119","A","20-29 YEARS","2","27554"
"1","119","A","30-39 YEARS","4","29467"
"1","119","A","40-49 YEARS","8","37419"
"1","119","C","5-9 YEARS","2","15384"
"1","119","A","50-59 YEARS","4","24688"
"1","120","C","10-14 YEARS","50","21414"
"1","120","C","15-19 YEARS","23","23079"
"1","120","A","20-29 YEARS","5","39636"
"1","120","A","30-39 YEARS","18","42734"
"1","120","A","40-49 YEARS","25","49178"
"1","120","C","5-9 YEARS","62","21363"
"1","120","A","50-59 YEARS","17","38196"
"1","121","C","10-14 YEARS","10","18081"
"1","121","C","15-19 YEARS","10","20210"
"1","121","A","20-29 YEARS","6","36559"
"1","121","A","30-39 YEARS","11","39851"
"1","121","A","40-49 YEARS","7","42220"
"1","121","C","5-9 YEARS","13","17861"
"1","121","A","50-59 YEARS","5","31922"
"1","122","C","10-14 YEARS","8","8328"
"1","122","C","15-19 YEARS","9","10622"
"1","122","A","20-29 YEARS","10","21307"
"1","122","A","30-39 YEARS","8","22849"
"1","122","A","40-49 YEARS","12","21364"
"1","122","C","5-9 YEARS","5","8191"
"1","122","A","50-59 YEARS","7","15642"
"1","123","C","10-14 YEARS","65","9942"
"1","123","C","15-19 YEARS","33","9806"
"1","123","A","20-29 YEARS","28","18158"
"1","123","A","30-39 YEARS","27","20877"
"1","123","A","40-49 YEARS","29","23565"
"1","123","C","5-9 YEARS","70","9845"
"1","123","A","50-59 YEARS","16","17609"
"1","124","A","40-49 YEARS","3","24853"
"1","124","C","5-9 YEARS","1","10433"
"1","125","C","10-14 YEARS","31","28482"
"1","125","C","15-19 YEARS","10","28244"
"1","125","A","20-29 YEARS","6","56369"
"1","125","A","30-39 YEARS","13","60734"
"1","125","A","40-49 YEARS","5","69211"
"1","125","C","5-9 YEARS","33","28367"
"1","125","A","50-59 YEARS","2","52836"
"1","126","C","10-14 YEARS","1","5252"
"1","126","C","15-19 YEARS","2","6313"
"1","126","A","20-29 YEARS","1","10713"
"1","126","A","30-39 YEARS","4","10795"
"1","126","A","40-49 YEARS","1","11018"
"1","126","C","5-9 YEARS","1","5259"
"1","127","C","10-14 YEARS","1","6489"
"1","127","A","20-29 YEARS","1","12266"
"1","127","A","30-39 YEARS","1","13543"
"1","127","A","40-49 YEARS","2","13715"
"1","127","C","5-9 YEARS","1","6455"
"1","127","A","50-59 YEARS","1","11099"
"1","128","C","10-14 YEARS","8","14886"
"1","128","C","15-19 YEARS","2","15551"
"1","128","A","20-29 YEARS","7","28395"
"1","128","A","30-39 YEARS","11","30361"
"1","128","A","40-49 YEARS","5","32753"
"1","128","C","5-9 YEARS","6","14100"
"1","128","A","50-59 YEARS","2","25724"
"1","129","C","10-14 YEARS","14","10680"
"1","129","C","15-19 YEARS","7","11924"
"1","129","A","20-29 YEARS","4","25615"
"1","129","A","30-39 YEARS","8","24308"
"1","129","A","40-49 YEARS","11","22728"
"1","129","C","5-9 YEARS","32","10994"
"1","129","A","50-59 YEARS","3","17216"
"1","130","C","10-14 YEARS","54","27262"
"1","130","C","15-19 YEARS","24","27863"
"1","130","A","20-29 YEARS","19","49664"
"1","130","A","30-39 YEARS","28","53862"
"1","130","A","40-49 YEARS","17","59546"
"1","130","C","5-9 YEARS","118","27345"
"1","130","A","50-59 YEARS","19","46668"
"1","131","C","10-14 YEARS","18","12956"
