"zip3","FIPS","pop2010"
"941","06075",805235
"952","06077",685306
"956","06077",685306
"953","06077",685306
"934","06079",269637
"940","06081",718451
"944","06081",718451
"931","06083",423895
"930","06083",423895
"934","06083",423895
"932","06083",423895
"940","06085",1781642
"950","06085",1781642
"951","06085",1781642
"943","06085",1781642
"950","06087",262382
"960","06089",177223
"959","06091",3240
"961","06091",3240
"960","06093",44900
"955","06093",44900
"961","06093",44900
"945","06095",413344
"956","06095",413344
"949","06097",483878
"954","06097",483878
"953","06099",514453
"952","06099",514453
"956","06101",94737
"959","06101",94737
"960","06103",63463
"955","06105",13786
"960","06105",13786
"932","06107",442179
"936","06107",442179
"953","06109",55365
"913","06111",823318
"930","06111",823318
"956","06113",200849
"959","06113",200849
"957","06113",200849
"959","06115",72155
"956","06115",72155
"800","08001",441603
"802","08001",441603
"806","08001",441603
"801","08001",441603
"811","08003",15445
"800","08005",572003
"802","08005",572003
"801","08005",572003
"811","08007",12084
"810","08009",3788
"810","08011",6499
"803","08013",294567
"805","08013",294567
"804","08013",294567
"800","08013",294567
"800","08014",55889
"812","08015",17809
"808","08017",1836
"804","08019",9088
"811","08021",8256
"811","08023",3524
"810","08025",5823
"812","08027",4255
"814","08029",30952
"802","08031",600158
"801","08031",600158
"813","08033",2064
"801","08035",285465
"816","08037",52197
"804","08037",52197
"808","08039",23086
"801","08039",23086
"809","08041",622263
"801","08041",622263
"808","08041",622263
"812","08043",46824
"816","08045",56389
"804","08047",5441
"804","08049",14843
"812","08051",15324
"814","08051",15324
"812","08053",843
"810","08055",6711
"804","08057",1394
"804","08059",534543
"800","08059",534543
"802","08059",534543
"801","08059",534543
"810","08061",1398
"808","08063",8270
"804","08065",7310
"812","08065",7310
"811","08067",51334
"813","08067",51334
"805","08069",299630
"810","08071",15507
"808","08073",5467
"807","08075",22709
"815","08077",146723
"816","08077",146723
"811","08079",712
"816","08081",13795
"813","08083",25535
"814","08085",41276
"806","08087",28159
"807","08087",28159
"810","08089",18831
"814","08091",4436
"804","08093",16206
"808","08093",16206
"807","08095",4442
"816","08097",17148
"810","08099",12551
"810","08101",159063
"816","08103",6666
"811","08105",11982
"804","08107",23509
"816","08107",23509
"811","08109",6108
"812","08109",6108
"814","08111",699
"814","08113",7359
"813","08113",7359
"807","08115",2379
"804","08117",27994
"808","08119",23350
"808","08121",4814
"807","08121",4814
"806","08123",252825
"805","08123",252825
"807","08123",252825
"807","08125",10043
"808","08125",10043
"066","09001",916829
"068","09001",916829
"069","09001",916829
"064","09001",916829
"067","09001",916829
"061","09003",894014
"060","09003",894014
"064","09003",894014
"060","09005",189927
"067","09005",189927
"064","09007",165676
"064","09009",862477
"067","09009",862477
"065","09009",862477
"063","09011",274055
"062","09011",274055
"064","09011",274055
"060","09013",152691
"062","09013",152691
"063","09015",118428
"062","09015",118428
"200","11001",601723
"202","11001",601723
"203","11001",601723
"204","11001",601723
"205","11001",601723
"569","11001",601723
"199","10001",162310
"197","10003",538479
"198","10003",538479
"199","10005",197145
"326","12001",247336
"320","12003",27115
"324","12005",168852
"320","12007",28520
"326","12007",28520
"327","12009",543376
"329","12009",543376
"328","12009",543376
"330","12011",1748066
"333","12011",1748066
"334","12011",1748066
"324","12013",14625
"339","12015",159978
"342","12015",159978
"344","12017",141236
"320","12019",190865
"321","12019",190865
"326","12019",190865
"341","12021",321520
"320","12023",67531
"342","12027",34862
"326","12029",16422
"322","12031",864263
"320","12031",864263
"325","12033",297619
"321","12035",95696
"323","12037",11549
"323","12039",46389
"326","12041",16939
"339","12043",12884
"334","12043",12884
"324","12045",15863
"320","12047",14799
"338","12049",27731
"339","12051",39140
"334","12051",39140
"346","12053",172778
"338","12055",98786
"339","12055",98786
"335","12057",1229226
"336","12057",1229226
"324","12059",19927
"329","12061",138028
"324","12063",49746
"323","12065",14761
"320","12067",8870
"347","12069",297052
"327","12069",297052
"321","12069",297052
"339","12071",618754
"341","12071",618754
"323","12073",275487
"326","12075",40801
"344","12075",40801
"323","12077",8365
"323","12079",19224
"320","12079",19224
"342","12081",322833
"321","12083",331298
"344","12083",331298
"326","12083",331298
"327","12083",331298
"334","12085",146318
"349","12085",146318
"330","12086",2496435
"331","12086",2496435
"332","12086",2496435
"330","12087",73090
"341","12087",73090
"320","12089",73314
"325","12091",180822
"349","12093",39996
"327","12095",1145956
"328","12095",1145956
"347","12095",1145956
"347","12097",268685
"338","12097",268685
"334","12099",1320134
"335","12101",464697
"346","12101",464697
"337","12103",916542
"346","12103",916542
"338","12105",602095
"347","12105",602095
"321","12107",74364
"326","12107",74364
"320","12107",74364
"325","12113",151372
"342","12115",379448
"327","12117",422718
"320","12109",190039
"322","12109",190039
"321","12109",190039
"349","12111",277789
"321","12119",93420
"335","12119",93420
"344","12119",93420
"347","12119",93420
"320","12121",41551
"323","12123",22570
"320","12125",15535
"326","12125",15535
"321","12127",494593
"327","12127",494593
"323","12129",30776
"324","12131",55043
"325","12131",55043
"324","12133",24896
"315","13001",18236
"316","13003",8375
"315","13005",11096
"398","13007",3451
"310","13009",45720
"305","13011",18395
"306","13013",69367
"300","13013",69367
"301","13015",100157
"317","13017",17634
"316","13019",19286
"317","13019",19286
"312","13021",155547
"310","13021",155547
"310","13023",13063
"315","13025",18411
"316","13027",16243
"317","13027",16243
"313","13029",30233
"304","13031",70217
"308","13033",23316
"304","13033",23316
"302","13035",23655
"398","13037",6694
"315","13039",50513
"304","13043",10998
"301","13045",110527
"307","13047",63942
"315","13049",12171
"314","13051",265128
"313","13051",265128
"318","13053",11267
"319","13053",11267
"307","13055",26015
"301","13057",214346
"306","13059",116714
"398","13061",3183
"302","13063",259424
"303","13063",259424
"316","13065",6798
"301","13067",688078
"300","13067",688078
"303","13067",688078
"315","13069",42356
"317","13071",45498
"309","13073",124053
"308","13073",124053
"316","13075",17212
"302","13077",127317
"310","13079",12630
"317","13081",23439
"310","13081",23439
"307","13083",16633
"305","13085",22330
"398","13087",27842
"300","13089",691893
"303","13089",691893
"302","13089",691893
"310","13091",21796
"310","13093",14918
"317","13095",94565
"301","13097",132403
"398","13099",11008
"316","13101",4034
"313","13103",52250
"306","13105",20166
"310","13107",22598
"304","13107",22598
"304","13109",11000
"305","13111",23682
"302","13113",106567
"311","13113",106567
"301","13115",96317
"300","13117",175511
"305","13119",22084
"306","13119",22084
"300","13121",920581
"303","13121",920581
"399","13121",920581
"302","13121",920581
"311","13121",920581
"305","13123",28292
"308","13125",3082
"315","13127",79626
"307","13129",55186
"301","13129",55186
"398","13131",25011
"306","13133",15994
"300","13135",805321
"305","13135",805321
"305","13137",43041
"305","13139",179684
"310","13141",9429
"301","13143",28780
"318","13145",32024
"305","13147",25213
"306","13147",25213
"302","13149",11834
"302","13151",203922
"310","13153",139900
"317","13155",9538
"305","13157",60485
"310","13159",13900
"300","13159",13900
"315","13161",15068
"308","13163",16930
"304","13163",16930
"304","13165",8340
"308","13165",8340
"310","13167",9980
"310","13169",28669
"312","13169",28669
"302","13171",18317
"316","13173",10078
"310","13175",48434
"304","13175",48434
"317","13177",28298
"313","13179",63453
"308","13181",7996
"313","13183",14464
"316","13185",109233
"305","13187",29966
"310","13193",14740
"306","13195",28120
"318","13197",8742
"310","13197",8742
"308","13189",21875
"313","13191",14333
"302","13199",21992
"318","13199",21992
"398","13201",6125
"317","13205",23498
"310","13207",26424
"304","13209",9123
"306","13211",17868
"307","13213",39628
"319","13215",189885
"318","13215",189885
"300","13217",99958
"306","13219",32808
"306","13221",14899
"301","13223",142324
"310","13225",27695
"301","13227",29431
"315","13229",18758
"302","13231",17869
"301","13233",41475
"310","13235",12010
"310","13237",21218
"398","13239",2513
"305","13241",16276
"398","13243",7719
"308","13245",200549
"309","13245",200549
"300","13247",85215
"318","13249",5010
"304","13251",14593
"398","13253",8729
"302","13255",64073
"305","13257",26175
"318","13259",6058
"317","13261",32819
"318","13263",6865
"306","13265",1717
"304","13267",25520
"310","13269",8906
"310","13271",16500
"315","13271",16500
"398","13273",9315
"316","13275",44720
"317","13275",44720
"317","13277",40118
"304","13279",27223
"305","13281",10471
"304","13283",6885
"302","13285",67044
"318","13285",67044
"317","13287",8930
"310","13289",9023
"305","13291",21356
"310","13293",27153
"302","13293",27153
"307","13295",68756
"306","13297",83768
"300","13297",83768
"315","13299",36312
"308","13301",5834
"310","13301",5834
"310","13303",21187
"315","13305",30099
"318","13307",2799
"304","13309",7421
"305","13311",27144
"307","13313",102599
"310","13315",9255
"306","13317",10593
"310","13319",9563
"317","13321",21679
"967","15001",185079
"967","15003",953207
"968","15003",953207
"967","15005",90
"967","15007",67091
"967","15009",154834
"508","19001",7682
"502","19001",7682
"508","19003",4029
"521","19005",14330
"525","19007",12887
"515","19009",6119
"500","19009",6119
"501","19009",6119
"523","19011",26076
"522","19011",26076
"507","19013",131090
"506","19013",131090
"502","19015",26306
"500","19015",26306
"501","19015",26306
"506","19017",24276
"506","19019",20958
"523","19019",20958
"522","19019",20958
"505","19021",20260
"510","19021",20260
"506","19023",14867
"505","19025",9670
"514","19025",9670
"514","19027",20816
"500","19027",20816
"515","19029",13956
"508","19029",13956
"500","19029",13956
"502","19029",13956
"523","19031",18499
"522","19031",18499
"527","19031",18499
"504","19033",44151
"510","19035",12072
"506","19037",12439
"521","19037",12439
"501","19039",9286
"502","19039",9286
"513","19041",16667
"510","19041",16667
"520","19043",18129
"521","19043",18129
"522","19045",49116
"527","19045",49116
"520","19045",49116
"514","19047",17096
"515","19047",17096
"500","19049",66135
"502","19049",66135
"501","19049",66135
"503","19049",66135
"525","19051",8753
"502","19053",8457
"500","19053",8457
"501","19053",8457
"520","19055",17764
"522","19055",17764
"506","19055",17764
"523","19055",17764
"526","19057",40325
"513","19059",16667
"520","19061",93653
"505","19063",10302
"513","19063",10302
"521","19065",20880
"506","19065",20880
"504","19067",16303
"506","19067",16303
"506","19069",10680
"504","19069",10680
"500","19069",10680
"502","19069",10680
"516","19071",7441
"501","19073",9336
"514","19073",9336
"500","19073",9336
"502","19073",9336
"506","19075",12453
"500","19077",10954
"501","19077",10954
"502","19077",10954
"500","19079",15673
"505","19079",15673
"502","19079",15673
"501","19079",15673
"504","19081",11341
"501","19083",17534
"500","19083",17534
"502","19083",17534
"506","19083",17534
"515","19085",14928
"526","19087",20145
"521","19089",9566
"504","19089",9566
"506","19089",9566
"505","19091",9815
"514","19093",7089
"510","19093",7089
"523","19095",16355
"522","19095",16355
"522","19097",19848
"520","19097",19848
"523","19097",19848
"501","19099",36842
"502","19099",36842
"500","19099",36842
"525","19101",16843
"526","19101",16843
"522","19103",130882
"527","19103",130882
"523","19103",130882
"520","19105",20638
"523","19105",20638
"522","19105",20638
"501","19107",10511
"523","19107",10511
"525","19107",10511
"522","19107",10511
"502","19107",10511
"505","19109",15543
"504","19109",15543
"526","19111",35862
"524","19113",211226
"522","19113",211226
"523","19113",211226
"527","19115",11387
"526","19115",11387
"501","19117",8898
"502","19117",8898
"500","19117",8898
"512","19119",11581
"502","19121",15679
"501","19121",15679
"500","19121",15679
"525","19123",22381
"500","19123",22381
"501","19123",22381
"502","19123",22381
"500","19125",33309
"502","19125",33309
"501","19125",33309
"502","19127",40648
"501","19127",40648
"500","19127",40648
"515","19129",15059
"504","19131",10776
"510","19133",9243
"515","19133",9243
"525","19135",7970
"501","19135",7970
"515","19137",10740
"508","19137",10740
"527","19139",42745
"513","19141",14398
"510","19141",14398
"512","19141",14398
"513","19143",6462
"512","19143",6462
"516","19145",15932
"505","19147",9421
"513","19147",9421
"510","19149",24986
"505","19151",7310
"503","19153",430640
"500","19153",430640
"509","19153",430640
"502","19153",430640
"501","19153",430640
"515","19155",93158
"501","19157",18914
"502","19157",18914
"522","19157",18914
"508","19159",5131
"501","19159",5131
"500","19159",5131
"514","19161",10350
"505","19161",10350
"510","19161",10350
"527","19163",165224
"528","19163",165224
"514","19165",12167
"515","19165",12167
"510","19167",33704
"512","19167",33704
"500","19169",89542
"502","19169",89542
"501","19169",89542
"523","19171",17767
"506","19171",17767
"522","19171",17767
"501","19171",17767
"508","19173",6317
"516","19173",6317
"502","19175",12534
"501","19175",12534
"508","19175",12534
"526","19177",7570
"525","19177",7570
"525","19179",35625
"502","19181",46225
"501","19181",46225
"500","19181",46225
"522","19183",21704
"526","19183",21704
"523","19183",21704
"525","19185",6403
"501","19185",6403
"500","19185",6403
"505","19187",38013
"504","19189",10866
"521","19191",21056
"510","19193",102172
"511","19193",102172
"504","19195",7598
"504","19197",13229
"500","19197",13229
"505","19197",13229
"501","19197",13229
"836","16001",392365
"837","16001",392365
"836","16003",3976
"832","16005",82839
"832","16007",5986
"838","16009",9285
"832","16011",45607
"833","16013",21376
"836","16015",7028
"838","16017",40877
"834","16019",104234
"838","16021",10972
"832","16023",2891
"833","16025",1117
"836","16027",188923
"832","16029",6963
"833","16031",22952
"834","16033",982
"835","16035",8761
"838","16035",8761
"832","16037",4368
"836","16039",27038
"832","16041",12786
"834","16043",13242
"836","16045",16719
"833","16047",15464
"835","16049",16267
"836","16049",16267
"834","16051",26140
"833","16053",22374
"838","16055",138494
"838","16057",37244
"835","16057",37244
"832","16059",7936
"834","16059",7936
"835","16061",3821
"833","16063",5208
"834","16065",37536
"833","16067",20069
"835","16069",39265
"832","16071",4286
"836","16073",11526
"836","16075",22623
"832","16077",7817
"838","16079",12765
"834","16081",10170
"833","16083",77230
"836","16085",9862
"836","16087",10198
"623","17001",67103
"629","17003",8238
"622","17005",17768
"620","17005",17768
"610","17007",54165
"623","17009",6937
"613","17011",34978
"614","17011",34978
"620","17013",5089
"610","17015",15387
"612","17015",15387
"626","17017",13642
"618","17019",201081
"609","17019",201081
"620","17021",34800
"625","17021",34800
"624","17023",16335
"628","17025",13815
"624","17025",13815
"622","17027",37762
"619","17029",53873
"624","17029",53873
"600","17031",5194675
"604","17031",5194675
"601","17031",5194675
"606","17031",5194675
"605","17031",5194675
"602","17031",5194675
"603","17031",5194675
"608","17031",5194675
"607","17031",5194675
"624","17033",19817
"624","17035",11048
"605","17037",105160
"601","17037",105160
"617","17039",16561
"618","17039",16561
"619","17041",19980
"601","17043",916924
"605","17043",916924
"603","17043",916924
"619","17045",18576
"628","17047",6721
"624","17047",6721
"624","17049",34242
"624","17051",22140
"628","17051",22140
"622","17051",22140
"620","17051",22140
"609","17053",14081
"617","17053",14081
"628","17055",39561
"629","17055",39561
"614","17057",37069
"615","17057",37069
"628","17059",5589
"629","17059",5589
"620","17061",13886
"604","17063",50063
"628","17065",8457
"623","17067",19104
"614","17067",19104
"629","17069",4320
"614","17071",7331
"612","17073",50486
"614","17073",50486
"609","17075",29718
"629","17077",60218
"624","17079",9698
"628","17081",38827
"620","17083",22985
"610","17085",22678
"629","17087",12582
"601","17089",515269
"605","17089",515269
"609","17091",113449
"605","17093",114736
"614","17095",52919
"615","17095",52919
"600","17097",703462
"613","17099",113924
"605","17099",113924
"604","17099",113924
"624","17101",16833
"610","17103",36031
"613","17103",36031
"605","17103",36031
"604","17105",38950
"617","17105",38950
"613","17105",38950
"609","17105",38950
"617","17107",30305
"625","17107",30305
"626","17107",30305
"625","17115",110768
"617","17115",110768
"620","17117",47765
"626","17117",47765
"620","17119",269282
"622","17119",269282
"628","17121",39437
"613","17123",12640
"614","17123",12640
"615","17123",12640
"626","17125",14666
"615","17125",14666
"629","17127",15429
"614","17109",32612
"623","17109",32612
"600","17111",308760
"601","17111",308760
"617","17113",169572
"626","17129",12705
"614","17131",16434
"612","17131",16434
"622","17133",32957
"620","17135",30104
"625","17135",30104
"626","17137",35547
"619","17139",14846
"610","17141",53497
"601","17141",53497
"616","17143",186494
"615","17143",186494
"614","17143",186494
"622","17145",22350
"628","17145",22350
"629","17145",22350
"619","17147",16729
"618","17147",16729
"623","17149",16430
"629","17151",4470
"629","17153",6161
"615","17155",6006
"613","17155",6006
"622","17157",33476
"624","17159",16233
"628","17159",16233
"612","17161",147546
"629","17165",24913
"627","17167",197465
"625","17167",197465
"626","17167",197465
"626","17169",7544
"623","17169",7544
"614","17169",7544
"626","17171",5355
"625","17173",22363
"624","17173",22363
"619","17173",22363
"614","17175",5994
"622","17163",270056
"620","17163",270056
"610","17177",47711
"615","17179",135394
"617","17179",135394
"616","17179",135394
"629","17181",17808
"618","17183",81625
"609","17183",81625
"628","17185",11947
"624","17185",11947
"614","17187",17707
"622","17189",14716
"628","17189",14716
"628","17191",16760
"624","17191",16760
"628","17193",14665
"612","17195",58498
"610","17195",58498
"604","17197",677560
"605","17197",677560
"629","17199",66357
"611","17201",295266
"610","17201",295266
"617","17203",38664
"615","17203",38664
"467","18001",34387
"468","18003",355329
"467","18003",355329
"472","18005",76794
"479","18007",8854
"473","18009",12766
"460","18011",56640
"461","18011",56640
"474","18013",15242
"479","18015",20155
"469","18015",20155
"469","18017",38966
"471","18019",110232
"478","18021",26890
"460","18023",33224
"471","18025",10713
"475","18027",31648
"470","18029",50047
"472","18031",25740
"467","18033",42223
"473","18035",117671
"475","18037",41889
"465","18039",197559
"461","18041",24277
"473","18041",24277
"471","18043",74578
"479","18045",17240
"470","18047",23087
"469","18049",20836
"476","18051",33503
"469","18053",70061
"474","18055",33165
"460","18057",274569
"462","18057",274569
"460","18059",70002
"461","18059",70002
"471","18061",39364
"461","18063",145448
"473","18065",49462
"461","18065",49462
"469","18067",82752
"467","18069",37124
"472","18071",42376
"463","18073",33478
"479","18073",33478
"473","18075",21253
"472","18077",32428
"472","18079",28525
"461","18081",139654
"475","18083",38440
"465","18085",77358
"469","18085",77358
"467","18087",37128
"465","18087",37128
"463","18089",496005
"464","18089",496005
"463","18091",111467
"474","18093",46134
"460","18095",131636
"462","18097",903393
"461","18097",903393
"465","18099",47051
"474","18101",10334
"475","18101",10334
"469","18103",36903
"474","18105",137974
"479","18107",38124
"461","18109",68894
"463","18111",14244
"479","18111",14244
"467","18113",47536
"470","18115",6128
"474","18117",19840
"471","18117",19840
"474","18119",21575
"478","18119",21575
"478","18121",17339
"475","18123",19338
"475","18125",12845
"463","18127",164343
"476","18129",25910
"469","18131",13402
"479","18131",13402
"461","18133",37963
"473","18135",26171
"470","18137",28818
"472","18137",28818
"461","18139",17392
"471","18143",24181
"461","18145",44436
"472","18145",44436
"476","18147",20952
"475","18147",20952
"463","18149",23363
"465","18149",23363
"469","18149",23363
"467","18151",34185
"465","18141",266931
"466","18141",266931
"478","18153",21475
"470","18155",10613
"479","18157",172780
"460","18159",15936
"470","18161",7516
"473","18161",7516
"477","18163",179703
"476","18163",179703
"478","18165",16212
"479","18165",16212
"478","18167",107848
"469","18169",32888
"479","18171",8508
"476","18173",59689
"471","18175",28262
"473","18177",68917
"467","18179",27636
"479","18181",24643
"467","18183",33292
"667","20001",13371
"660","20003",8102
"660","20005",16924
"671","20007",4861
"670","20007",4861
"675","20009",27674
"667","20011",15173
"664","20013",9984
"665","20013",9984
"671","20015",65880
"670","20015",65880
"668","20015",65880
"668","20017",2790
"670","20019",3669
"673","20019",3669
"667","20021",21603
"677","20023",2726
"678","20025",2215
"674","20027",8535
"669","20029",9533
"674","20029",9533
"668","20031",8601
"671","20033",1891
"670","20033",1891
"671","20035",36311
"670","20035",36311
"667","20037",39134
"676","20039",2961
"677","20039",2961
"674","20041",19754
"660","20043",7945
"660","20045",110826
"675","20047",3037
"667","20049",2882
"673","20049",2882
"676","20051",28452
"674","20053",6497
"678","20055",36776
"678","20057",33848
"660","20059",25992
"664","20061",34362
"665","20061",34362
"677","20063",2695
"676","20065",2597
"678","20067",7829
"678","20069",6006
"678","20071",1247
"668","20073",6689
"670","20073",6689
"671","20073",6689
"678","20075",2690
"670","20077",6034
"671","20077",6034
"670","20079",34684
"671","20079",34684
"678","20081",4256
"678","20083",1916
"664","20085",13462
"665","20085",13462
"660","20087",19126
"665","20087",19126
"664","20087",19126
"669","20089",3077
"660","20091",544179
"662","20091",544179
"678","20093",3977
"671","20095",7858
"670","20095",7858
"670","20097",2553
"671","20097",2553
"673","20099",21607
"678","20101",1750
"660","20103",76227
"674","20105",3241
"667","20107",9656
"660","20107",9656
"677","20109",2756
"668","20111",33690
"668","20115",12660
"674","20115",12660
"670","20115",12660
"664","20117",10117
"665","20117",10117
"674","20113",29180
"671","20113",29180
"675","20113",29180
"678","20119",4575
"660","20121",32787
"674","20123",6373
"673","20125",35471
"668","20127",5923
"679","20129",3233
"664","20131",10178
"665","20131",10178
