"ID","ILI","popstat"
"5057C",77,16188
"5060A",433,368825
"5060C",288,129888
"5062A",75,92633
"5062C",62,34683
"5063A",74,147492
"5063C",49,51887
"5064A",1116,393665
"5064C",393,141421
"5065A",468,158137
"5065C",106,59056
"5066A",434,123921
"5066C",125,50273
"5067A",158,182054
"5067C",32,67926
"5068A",281,249146
"5068C",798,98436
"5070A",3207,926510
"5070C",2821,319732
"5071A",321,226308
"5071C",215,89836
"5073A",205,138978
"5073C",347,48944
"5074A",863,249013
"5074C",763,99137
"5075A",322,112974
"5075C",349,47206
"5076A",599,267822
"5076C",1294,95571
"5077A",507,338340
"5077C",1211,131676
"5078A",926,206175
"5078C",1258,77995
"5079A",687,136116
"5079C",961,52736
"5080A",810,634320
"5080C",670,239439
"5081A",72,86089
"5081C",55,39663
"5083A",69,128505
"5083C",122,48461
"5085A",351,170622
"5085C",644,65676
"5086A",74,154581
"5086C",445,55466
"5087A",236,212629
"5087C",1283,80308
"5088A",1641,498845
"5088C",1464,179105
"5100A",1343,939543
"5100C",1075,216618
"5103A",331,266390
"5103C",249,93348
"5104A",537,748094
"5104C",441,324941
"5105A",1156,354029
"5105C",2015,134923
"5107A",250,124762
"5107C",70,44314
"5109A",564,283198
"5109C",2501,116506
"5110A",322,127725
"5110C",672,45457
"5112A",1739,1371786
"5112C",1112,516323
"5113A",913,668590
"5113C",734,190752
"5114A",477,414870
"5114C",190,147589
"5115A",738,392484
"5115C",1099,143001
"5117A",1893,871682
"5117C",2787,324925
"5118A",104,39888
"5118C",161,13846
"5119A",201,134588
"5119C",429,47933
"5120A",183,179860
"5120C",165,64382
"5121A",139,154045
"5121C",75,53299
"5123A",367,85336
"5123C",321,31434
"5125A",303,254131
"5125C",327,92765
"5130A",113,215450
"5130C",188,79575
"5131A",58,101973
"5131C",50,38383
"5132A",187,123215
"5132C",205,48285
"5150A",239,241481
"5150C",164,84561
"5151A",370,197777
"5151C",294,69878
"5152A",566,388362
"5152C",585,127685
"5153A",50,98816
"5153C",156,33865
"5154A",43,81151
"5154C",49,27608
"5155A",122,48770
"5155C",156,16192
"5156A",313,167069
"5156C",299,55529
"5157A",126,63325
"5157C",85,21036
"5160A",109,107064
"5160C",141,38992
"5161A",132,118134
"5161C",66,44477
"5162A",87,48120
"5162C",38,17130
"5163A",142,79632
"5163C",19,29773
"5164A",95,72629
"5164C",48,28637
"5165A",333,97826
"5165C",140,37603
"5170A",345,319152
"5170C",177,112529
"5172A",96,101613
"5172C",41,37544
"5173A",244,179975
"5173C",168,64475
"5175A",993,161095
"5175C",572,68655
"5176A",472,81418
"5176C",350,30818
"5178A",53,126538
"5178C",10,43483
"5180A",164,278587
"5180C",98,98806
"5183A",95,97169
"5183C",67,36922
"5186A",36,89352
"5186C",112,30654
"5187A",67,74269
"5187C",158,23803
"5189A",322,196858
"5189C",334,74421
"5190A",1297,609555
"5190C",1365,224663
"5191A",1045,794913
"5191C",505,309645
"5193A",378,228217
"5193C",217,89477
"5194A",547,270369
"5194C",366,93686
"5195A",156,116705
"5195C",153,42544
"5196A",56,104274
"5196C",76,40934
"5197A",294,173494
"5197C",327,66122
"5198A",201,119093
"5198C",110,41698
"5199A",425,166024
"5199C",224,62097
"5200A",454,341410
"5200C",450,89413
"5201A",950,420870
"5201C",1622,161656
"5206A",729,180371
"5206C",1120,72180
"5207A",1576,555210
"5207C",1843,210452
"5208A",649,362015
"5208C",1862,135210
"5209A",332,169602
"5209C",834,57618
"5210A",1230,393723
"5210C",2835,147554
"5211A",1032,249569
"5211C",2310,93922
"5212A",2013,652095
"5212C",2849,240503
"5214A",197,50030
"5214C",512,16597
"5215A",382,55436
"5215C",522,18965
"5216A",209,85567
"5216C",251,31512
"5217A",1466,255354
"5217C",1421,96365
"5218A",273,90823
"5218C",240,31944
"5220A",455,260345
"5220C",808,89879
"5221A",477,239079
"5221C",579,92300
"5223A",358,190403
"5223C",132,50771
"5224A",228,106486
"5224C",185,41616
"5225A",309,99786
"5225C",243,39549
"5226A",341,90822
"5226C",499,32894
"5227A",134,41016
"5227C",116,14989
"5228A",91,85136
"5228C",47,31026
"5229A",1156,130685
"5229C",359,45531
"5230A",539,112552
"5230C",293,41137
"5231A",1007,180559
"5231C",672,68363
"5232A",1369,287630
"5232C",672,100620
"5233A",337,137485
"5233C",191,55112
"5234A",629,319348
"5234C",404,123773
"5236A",1092,218919
"5236C",994,87297
"5238A",803,180976
"5238C",264,66462
"5239A",457,55306
"5239C",303,19568
"5240A",223,190639
"5240C",195,64402
"5241A",229,121589
"5241C",118,40953
"5242A",260,106891
"5242C",346,34044
"5243A",118,82644
"5243C",97,26761
"5244A",165,73792
"5244C",212,25358
"5245A",671,191410
"5245C",414,71325
"5246A",272,39844
"5246C",537,12217
"5249A",147,28460
"5249C",140,9148
"5253A",87,63848
"5253C",51,20311
"5254A",184,88951
"5254C",175,31608
"5255A",275,78052
"5255C",109,26655
"5261A",97,70486
"5261C",36,24676
"5262A",34,44927
"5262C",51,15823
"5263A",209,47530
"5263C",219,16389
"5264A",132,29648
"5264C",104,10319
"5265A",258,95928
"5265C",190,29696
"5267A",142,27511
"5267C",166,10164
"5270A",395,150463
"5270C",412,55543
"5271A",146,126598
"5271C",45,46616
"5272A",1076,298416
"5272C",1300,111155
"5273A",577,188655
"5273C",598,69723
"5275A",3008,517426
"5275C",2828,193748
"5276A",972,254914
"5276C",890,82168
"5277A",194,137681
"5277C",59,46233
"5278A",1107,280265
"5278C",428,107617
"5279A",269,100418
"5279C",141,37309
"5280A",1095,327626
"5280C",1062,123261
"5281A",699,286589
"5281C",884,110235
"5282A",994,397009
"5282C",704,137351
"5283A",1418,425892
"5283C",2138,175767
"5284A",1552,218723
"5284C",1210,74120
"5285A",1231,238525
"5285C",1338,89940
"5286A",1082,334219
"5286C",2174,118573
"5287A",994,258503
"5287C",898,90163
"5288A",260,59822
"5288C",83,18565
"5290A",1345,207984
"5290C",1555,79909
"5291A",1029,195888
"5291C",948,76571
"5292A",579,175574
"5292C",910,63588
"5293A",1473,203253
"5293C",1390,75449
"5294A",2140,365782
"5294C",1883,139118
"5295A",2062,311319
"5295C",3356,112443
"5296A",3193,490318
"5296C",3666,179269
"5297A",1239,164956
"5297C",1042,63067
"5298A",356,115110
"5298C",720,43204
"5299A",409,95121
"5299C",598,37880
"5300A",3408,1186652
"5300C",6562,434125
"5301A",1709,596606
"5301C",2159,232114
"5302A",906,509381
"5302C",1781,206775
"5303A",885,531333
"5303C",941,159309
"5304A",467,117648
"5304C",451,45331
"5305A",690,306171
"5305C",1020,113216
"5306A",522,199990
"5306C",865,69605
"5307A",1228,188488
"5307C",751,71722
"5308A",78,88395
"5308C",213,38414
"5309A",90,110040
"5309C",232,44380
"5310A",734,276353
"5310C",1945,107070
"5312A",173,89344
"5312C",542,37267
"5313A",57,95578
"5313C",346,41638
"5314A",51,120400
"5314C",126,46300
"5315A",405,166974
"5315C",491,67115
"5316A",95,96515
"5316C",101,37869
"5317A",856,199601
"5317C",1783,84704
"5318A",30,41663
"5318C",30,16342
"5320A",498,283875
"5320C",401,104019
"5321A",428,240231
"5321C",644,82215
"5322A",1060,486890
"5322C",963,190573
"5324A",121,174260
"5324C",368,61398
"5325A",262,341777
"5325C",250,133587
"5326A",190,197828
"5326C",72,63553
"5327A",1155,475291
"5327C",1970,178145
"5328A",1391,462284
"5328C",1265,165973
"5329A",656,286474
"5329C",909,104653
"5330A",1259,840811
"5330C",4490,324687
"5331A",1493,993968
"5331C",4083,359572
"5333A",709,427604
"5333C",2534,153710
"5334A",1665,662221
"5334C",4462,243812
"5335A",500,310736
"5335C",427,125514
"5336A",890,390425
"5336C",477,142284
"5337A",482,379188
"5337C",747,120898
"5338A",575,306769
"5338C",910,127485
"5339A",687,291500
"5339C",1371,106485
"5341A",203,162074
"5341C",164,57719
"5342A",457,323400
"5342C",671,112113
"5344A",127,168625
"5344C",708,64190
"5346A",258,282228
"5346C",281,101989
"5347A",745,250769
"5347C",684,97180
"5349A",240,179938
"5349C",432,69306
"5350A",89,224256
"5350C",136,82144
"5351A",61,169683
"5351C",91,62806
"5354A",139,114015
"5354C",345,41792
"5355A",120,84604
"5355C",65,29896
"5356A",87,193677
"5356C",153,70548
"5359A",101,145458
"5359C",146,53419
"5360A",142,150686
"5360C",295,59304
"5361A",154,115111
"5361C",163,45478
"5362A",32,96079
"5362C",20,35085
"5365A",380,173448
"5365C",236,67931
"5366A",135,149616
"5366C",164,61951
"5367A",14,61845
"5367C",21,28666
"5368A",66,128923
"5368C",53,45566
"5370A",1953,446354
"5370C",2997,162808
"5371A",1212,299920
"5371C",1492,106741
"5372A",458,236990
"5372C",417,76867
"5373A",1423,293233
"5373C",1718,103934
"5374A",390,102417
"5374C",488,34297
"5376A",700,222229
"5376C",536,70008
"5377A",831,180031
"5377C",600,59981
"5378A",1480,267195
"5378C",1148,90843
"5379A",722,208314
"5379C",1537,68344
"5380A",866,208899
"5380C",816,78446
"5381A",1039,423430
"5381C",791,171716
"5383A",1345,149797
"5383C",958,55552
"5384A",127,95529
"5384C",107,34837
"5385A",378,115971
"5385C",215,39677
"5386A",889,202954
"5386C",501,82760
"5388A",162,135087
"5388C",400,53069
"5390A",92,146195
"5390C",78,60798
"5395A",425,207996
"5395C",356,81460
"5400A",631,126719
"5400C",406,47144
"5401A",220,79090
"5401C",142,31161
"5402A",1774,386629
"5402C",636,138026
"5403A",232,176154
"5403C",338,65539
"5404A",453,100413
"5404C",531,35870
"5407A",101,56695
"5407C",252,21493
"5409A",154,41751
"5409C",196,15567
"5410A",874,258253
"5410C",772,98684
"5411A",581,75673
"5411C",213,26239
"5412A",34,28002
"5412C",16,10056
"5420A",169,118302
"5420C",99,40848
"5421A",482,109217
"5421C",497,39681
"5422A",188,80409
"5422C",281,32019
"5425A",272,39245
"5425C",583,14006
"5427A",132,92698
"5427C",298,34797
"5430A",858,397526
"5430C",780,150180
"5431A",441,212761
"5431C",368,79068
"5432A",795,432522
"5432C",689,149384
"5433A",288,99203
"5433C",159,37675
"5434A",77,92412
"5434C",107,34510
"5435A",348,157122
"5435C",558,61673
"5436A",397,197327
"5436C",523,77667
"5437A",160,103648
"5437C",333,40370
"5440A",979,458540
"5440C",1856,174714
"5441A",1635,682465
"5441C",2685,263682
"5442A",774,308708
"5442C",1004,116018
"5443A",519,154354
"5443C",88,57032
"5444A",367,193121
"5444C",214,69602
"5445A",120,90328
"5445C",55,33465
"5446A",334,238635
"5446C",100,96284
"5448A",229,183070
"5448C",241,72958
"5450A",1104,309226
"5450C",896,118378
"5451A",423,181271
"5451C",541,71397
"5452A",1106,441257
"5452C",778,166709
"5453A",537,264217
"5453C",439,100398
"5454A",581,268506
"5454C",577,99829
"5456A",232,189295
"5456C",113,68851
"5458A",621,197920
"5458C",406,80467
"5460A",409,254207
"5460C",399,103654
"5461A",580,271494
"5461C",492,107620
"5462A",947,485083
"5462C",613,185760
"5463A",1109,346691
"5463C",1038,133284
"5464A",218,77416
"5464C",117,34667
"5465A",149,245182
"5465C",82,108284
"5467A",421,174383
"5467C",215,75516
"5468A",901,159349
"5468C",442,65660
"5469A",216,166615
"5469C",252,67365
"5470A",138,61845
"5470C",248,25185
"5471A",484,153105
"5471C",243,56645
"5472A",318,108148
"5472C",260,43303
"5473A",246,171694
"5473C",311,66454
"5474A",254,144562
"5474C",318,51411
"5475A",110,84655
"5475C",72,34015
"5476A",62,68095
"5476C",103,26642
"5478A",194,101356
"5478C",133,37780
"5479A",234,164061
"5479C",309,61772
"5480A",2517,642329
"5480C",3785,220986
"5481A",1372,884766
"5481C",1876,323651
"5482A",588,595960
"5482C",728,274760
"5483A",1028,544737
"5483C",1558,199719
"5484A",1154,258414
"5484C",1153,99037
"5485A",509,113718
"5485C",292,49646
"5486A",1021,222814
"5486C",1200,87336
"5487A",337,112850
"5487C",315,41804
"5488A",983,354778
"5488C",994,133954
"5489A",425,94353
"5489C",655,33568
"5490A",2469,413444
"5490C",2253,160850
"5491A",360,60032
"5491C",273,22067
"5492A",583,197703
"5492C",873,76160
"5493A",830,168232
"5493C",786,73161
"5494A",1133,301226
"5494C",689,126044
"5495A",1268,228272
"5495C",1016,90076
"5496A",1166,143580
"5496C",716,52694
"5498A",444,100136
"5498C",372,33971
"5499A",115,44505
"5499C",235,15607
"5500A",42,118686
"5500C",114,42045
"5501A",172,86285
"5501C",91,33456
"5502A",85,114813
"5502C",78,41568
"5506A",33,87777
"5506C",30,33485
"5510A",618,44404
"5510C",503,18524
"5511A",464,47040
"5511C",388,18687
"5512A",314,22039
"5512C",222,9548
"5513A",285,24512
"5513C",190,8883
"5514A",159,23987
"5514C",56,9991
"5515A",91,78547
"5515C",50,29574
"5520A",156,73075
"5520C",123,28764
"5523A",164,76658
"5523C",245,29202
"5524A",220,73132
"5524C",256,26076
"5526A",79,57305
"5526C",43,20844
"5530A",584,340059
"5530C",578,129074
"5531A",514,371465
"5531C",339,136838
"5535A",279,282530
"5535C",170,108774
"5540A",135,78225
"5540C",94,28897
"5541A",202,131805
"5541C",140,51863
"5542A",319,69745
"5542C",152,25505
"5543A",154,101355
"5543C",52,36765
"5544A",1032,207912
"5544C",739,80808
"5548A",192,96833
"5548C",136,35331
"5549A",72,257030
"5549C",13,95030
"5550A",146,354228
"5550C",150,141613
"5551A",124,422883
"5551C",133,161451
"5553A",340,517813
"5553C",363,202903
"5554A",572,583175
"5554C",603,186363
"5561A",254,45034
"5561C",288,18333
"5570A",292,87249
"5570C",202,35022
"5572A",495,35407
"5572C",443,15067
"5600A",1444,901715
"5600C",2493,361182
"5601A",1250,790708
"5601C",2321,301540
"5604A",1659,773854
"5604C",1990,310800
"5605A",1182,527680
"5605C",1706,208062
"5606A",1442,1617749
"5606C",1228,600226
"5610A",432,163364
"5610C",356,63426
"5612A",95,114850
"5612C",477,42332
"5613A",121,78293
"5613C",82,29828
"5615A",104,105253
"5615C",69,38095
"5620A",163,166188
"5620C",78,61201
"5622A",180,246868
"5622C",99,94417
"5624A",157,78732
"5624C",125,29699
"5625A",261,96655
"5625C",93,37001
"5626A",304,87822
"5626C",209,32845
"5628A",90,113496
"5628C",67,41078
"5640A",876,311459
"5640C",1298,123381
"5641A",667,302095
"5641C",353,107045
"5650A",76,76380
"5650C",39,28876
"5660A",314,258550
"5660C",217,96887
"5661A",96,81156
"5661C",29,33721
"5662A",388,202026
"5662C",311,71501
"5667A",53,62043
"5667C",75,23914
"5670A",38,90585
"5670C",32,40135
"5680A",434,95364
"5680C",437,40343
"5681A",346,309505
"5681C",112,117877
"5683A",97,41974
"5683C",71,17116
"5684A",114,36025
"5684C",101,14836
"5685A",112,148192
"5685C",256,49551
"5686A",130,36225
"5686C",85,16455
"5687A",169,68029
"5687C",117,29394
"5688A",170,83335
"5688C",157,34819
"5689A",85,37325
"5689C",108,15248
"5700A",226,342265
"5700C",604,130967
"5703A",92,146433
"5703C",407,59631
"5704A",191,214426
"5704C",829,85309
"5705A",1312,324061
"5705C",1293,136278
"5706A",74,137020
"5706C",48,54667
"5707A",552,199919
"5707C",285,77230
"5708A",495,202182
"5708C",92,76905
"5710A",401,92653
"5710C",267,37856
"5711A",798,154289
"5711C",459,62235
"5712A",506,175927
"5712C",495,73926
"5713A",225,106402
"5713C",646,43523
"5714A",116,101906
"5714C",266,41354
"5717A",63,58842
"5717C",131,24168
"5718A",101,66936
"5718C",289,27426
"5725A",42,51438
"5725C",33,18889
"5730A",1387,335960
"5730C",1205,126137
"5731A",1490,341002
"5731C",748,123938
"5734A",125,44436
"5734C",64,17473
"5735A",93,109130
"5735C",196,45377
"5737A",164,54349
"5737C",171,19994
"5738A",42,15484
"5738C",38,5756
"5740A",491,296954
"5740C",769,118313
"5741A",268,225783
"5741C",411,81706
"5743A",33,63920
"5743C",40,26098
"5744A",86,112482
"5744C",65,45644
"5745A",58,46389
"5745C",73,17620
"5748A",292,101151
"5748C",193,39786
"5750A",4617,1064318
"5750C",4738,417181
"5751A",1543,362319
"5751C",1210,156367
"5752A",1394,746923
"5752C",1896,273653
"5754A",205,163302
"5754C",319,66447
"5755A",223,67480
"5755C",293,25393
"5756A",279,168051
"5756C",196,68921
"5757A",508,164671
"5757C",518,68221
"5758A",333,69986
"5758C",187,21780
"5759A",131,129118
"5759C",184,53913
"5760A",3616,608278
"5760C",4541,238902
"5761A",2759,466945
"5761C",2518,190396
"5762A",1022,187998
"5762C",1573,72791
"5763A",95,91346
"5763C",113,39891
"5764A",178,69532
"5764C",150,28216
"5765A",306,224282
"5765C",540,94684
"5766A",221,81705
"5766C",155,34784
"5767A",158,87532
"5767C",213,37386
"5770A",2505,1572913
"5770C",7270,620762
"5773A",1228,484703
"5773C",3665,199083
"5774A",1300,444584
"5774C",3032,193334
"5775A",1862,580130
"5775C",2082,238735
"5776A",366,143691
"5776C",171,59615
"5778A",340,154337
"5778C",287,55772
"5779A",179,84363
"5779C",181,36548
"5780A",278,239083
"5780C",407,118420
"5781A",347,175017
"5781C",345,70122
"5782A",957,770879
"5782C",2050,329556
"5783A",182,120539
"5783C",120,57270
"5784A",65,151782
"5784C",66,63812
"5785A",483,551716
"5785C",912,303403
"5786A",663,381298
"5786C",925,153141
"5787A",754,508779
"5787C",1009,156906
"5789A",66,34065
"5789C",76,14426
"5790A",272,106877
"5790C",232,51411
"5791A",447,114123
"5791C",251,46515
"5797A",140,182347
"5797C",358,83523
"5799A",225,346870
"5799C",347,169442
"5800A",2328,426477
"5800C",2571,158808
"5801A",3009,347742
"5801C",2811,135999
"5802A",2847,546727
"5802C",1948,171975
"5803A",185,75898
"5803C",296,19540
"5804A",888,127891
"5804C",677,37269
"5805A",1322,256529
"5805C",582,91111
"5806A",667,122260
"5806C",347,48979
"5808A",267,57234
"5808C",244,23454
"5809A",1134,271626
"5809C",1315,106165
"5810A",389,118823
"5810C",374,47055
"5811A",111,37505
"5811C",67,15754
"5820A",290,68183
"5820C",331,23621
"5836A",378,195182
"5836C",206,86279
"5837A",584,139439
"5837C",314,49143
"5838A",231,125105
"5838C",145,47850
"5840A",770,549490
"5840C",551,280151
"5841A",471,317252
"5841C",238,119864
"5850A",767,733911
"5850C",872,302623
"5852A",691,873353
"5852C",703,345418
"5853A",374,498369
"5853C",506,224222
"5856A",76,113371
"5856C",88,53546
"5857A",222,468862
"5857C",514,181594
"5880A",189,126690
"5880C",290,58425
"5890A",259,266003
"5890C",300,108925
"5891A",772,683396
"5891C",823,250971
"5900A",1243,1449762
"5900C",1097,553435
"5902A",1215,722954
"5902C",979,298452
"5903A",51,79323
"5903C",75,37687
"5905A",377,100588
"5905C",266,35468
"5906A",327,400505
"5906C",321,176190
"5907A",510,347154
"5907C",453,145825
"5908A",304,277603
"5908C",187,115899
"5910A",323,159346
"5910C",687,59391
"5911A",209,100696
"5911C",307,33702
"5912A",375,124066
"5912C",815,39886
"5913A",1607,738799
"5913C",2134,294971
"5914A",218,186136
"5914C",172,67872
"5915A",78,63870
"5915C",125,19826
"5917A",724,1112738
"5917C",1031,475662
"5918A",75,51608
"5918C",76,16243
"5919A",198,278491
"5919C",135,115421
"5920A",563,661541
"5920C",526,265372
"5921A",739,759043
"5921C",467,259889
"5922A",168,359470
"5922C",225,152431
"5923A",329,534223
"5923C",285,261274
"5924A",58,122404
"5924C",21,65349
"5925A",469,606278
"5925C",412,283008
"5926A",1051,729051
"5926C",1005,250477
"5927A",142,281415
"5927C",146,122381
"5928A",317,664845
"5928C",314,268148
"5930A",459,370661
"5930C",640,153358
"5931A",280,109061
"5931C",133,34464
"5932A",516,381658
"5932C",682,177412
"5933A",227,239343
"5933C",123,114924
"5934A",404,257369
"5934C",496,95794
"5935A",238,251755
"5935C",336,122330
"5936A",348,282380
"5936C",461,133850
"5937A",342,283100
"5937C",529,134231
"5939A",289,215680
"5939C",174,88733
"5940A",733,455759
"5940C",1035,140122
"5941A",605,493795
"5941C",625,89057
"5944A",186,72237
"5944C",254,21029
"5945A",1497,1248160
"5945C",2724,468441
"5946A",335,243804
"5946C",519,84238
"5948A",113,95284
"5948C",63,38300
"5949A",532,214065
"5949C",455,67107
"5950A",695,453173
"5950C",605,161786
"5951A",779,549361
"5951C",728,198415
"5952A",154,259218
"5952C",102,117198
"5953A",932,528328
"5953C",845,240089
"5954A",240,276877
"5954C",171,98827
"5955A",39,92285
"5955C",55,30531
"5956A",854,629872
"5956C",1051,234420
"5957A",234,121934
"5957C",324,50754
"5958A",636,454319
"5958C",838,183356
"5959A",174,264569
"5959C",154,103628
"5960A",224,156128
"5960C",186,60472
"5967A",69,482291
"5967C",59,187326
"5970A",561,408366
"5970C",646,153853
"5971A",277,165733
"5971C",252,64824
"5972A",813,480077
"5972C",705,147187
"5973A",304,311888
"5973C",210,117140
"5974A",548,292657
"5974C",488,99590
"5975A",132,142195
"5975C",277,53419
"5977A",586,103252
"5977C",242,38210
"5978A",47,74773
"5978C",16,30606
"5980A",2019,712541
"5980C",1190,250918
"5981A",1608,519899
"5981C",866,124559
"5982A",368,462160
"5982C",219,173959
"5983A",423,372946
"5983C",302,144448
"5984A",459,227044
"5984C",445,84568
"5985A",159,239790
"5985C",252,86819
"5986A",784,295314
"5986C",1393,116853
"5988A",222,104564
"5988C",122,46215
"5990A",75,68134
"5990C",51,27919
"5991A",48,62002
"5991C",29,22937
"5992A",225,182918
"5992C",138,66118
"5993A",191,166212
"5993C",168,72344
"5997A",27,67270
"5997C",9,30655
"5999A",62,11701
"5999C",55,4901
"6010A",296,262820
"6010C",901,91039
"6013A",42,49078
"6013C",52,15314
"6014A",268,119164
"6014C",300,44064
"6015A",206,207608
"6015C",666,75923
"6016A",102,104189
"6016C",433,37018
"6018A",593,384506
"6018C",1541,145852
"6019A",162,265816
"6019C",1208,92221
"6021A",670,735623
"6021C",989,204432
"6024A",471,224466
"6024C",607,70025
"6030A",236,219684
"6030C",617,84165
"6034A",35,47255
"6034C",25,17207
"6037A",27,42155
"6037C",55,14714
"6038A",343,178222
"6038C",1046,61640
"6042A",137,99267
"6042C",100,34057
"6057A",195,47088
"6057C",57,15724
"6060A",328,369286
"6060C",505,129552
"6062A",113,94836
"6062C",104,35837
"6063A",111,148021
"6063C",85,52425
"6064A",677,393564
"6064C",405,141897
"6065A",298,157320
"6065C",96,58665
"6066A",253,124010
"6066C",110,50480
"6067A",102,182337
"6067C",38,67810
"6068A",163,249133
"6068C",1121,99564
"6070A",1624,923260
"6070C",2130,320180
"6071A",224,225909
"6071C",129,90088
"6073A",108,138636
"6073C",233,48585
"6074A",469,249792
"6074C",557,100177
"6075A",156,112556
"6075C",477,47374
"6076A",320,269037
"6076C",576,96794
"6077A",326,338890
"6077C",734,132624
"6078A",485,206153
"6078C",1014,78861
"6079A",374,136266
"6079C",711,53882
"6080A",440,642651
"6080C",530,242155
"6081A",26,85500
"6081C",41,39089
"6083A",68,131517
"6083C",84,48963
"6085A",212,173278
"6085C",365,67271
"6086A",39,155572
"6086C",127,55836
"6087A",178,211349
"6087C",924,80604
"6088A",972,499000
"6088C",1066,180546
"6100A",797,939702
"6100C",1020,206318
"6103A",194,266174
"6103C",290,94343
"6104A",382,741586
"6104C",429,324914
"6105A",952,350945
"6105C",2138,136939
"6107A",207,123189
"6107C",69,44790
"6109A",370,282219
"6109C",1681,118835
"6110A",177,127244
"6110C",178,45956
"6112A",1355,1362044
"6112C",922,516695
"6113A",573,669738
"6113C",510,191462
"6114A",333,416752
"6114C",311,146893
"6115A",499,389072
"6115C",573,144192
"6117A",1272,863542
"6117C",2407,328934
"6118A",72,39358
"6118C",185,13930
"6119A",120,134692
"6119C",329,48904
"6120A",181,180762
"6120C",300,65075
"6121A",121,155025
"6121C",142,53641
"6123A",333,84351
"6123C",408,31648
"6125A",248,254887
"6125C",602,94091
"6130A",60,214072
"6130C",181,80238
"6131A",23,101256
"6131C",41,38256
"6132A",146,121359
"6132C",166,48265
"6150A",258,240862
"6150C",754,84148
"6151A",293,195457
"6151C",375,69089
"6152A",375,382356
"6152C",781,125962
"6153A",38,99397
"6153C",191,33806
"6154A",48,81267
"6154C",25,27359
"6155A",65,49431
"6155C",175,15967
"6156A",316,167283
"6156C",372,55112
"6157A",102,63243
"6157C",94,20600
"6160A",46,106729
"6160C",162,38808
"6161A",72,117919
"6161C",160,43949
"6162A",33,47733
"6162C",28,16800
"6163A",37,79518
"6163C",21,29518
"6164A",62,72021
"6164C",40,28097
"6165A",255,99514
"6165C",159,38214
"6170A",228,320944
"6170C",298,113058
"6172A",49,102659
"6172C",79,38123
"6173A",82,183622
"6173C",179,65309
"6175A",606,162002
"6175C",599,68702
"6176A",286,82215
"6176C",363,31080
"6178A",28,126437
"6178C",14,43113
"6180A",91,284146
"6180C",113,100326
"6183A",75,100758
"6183C",65,38266
"6186A",45,89557
"6186C",130,30432
"6187A",47,74603
"6187C",183,23736
"6189A",155,197856
"6189C",198,74911
"6190A",792,607824
"6190C",1444,223746
"6191A",674,788917
"6191C",491,307276
"6193A",160,231674
"6193C",185,91209
"6194A",335,271120
"6194C",289,95028
"6195A",81,119515
"6195C",171,43442
"6196A",35,105825
"6196C",176,41388
"6197A",98,177573
"6197C",260,64316
"6198A",46,120534
"6198C",93,40119
"6199A",177,174099
"6199C",431,61026
"6200A",226,331095
"6200C",340,88294
"6201A",327,440173
"6201C",1566,167426
"6206A",525,183747
"6206C",962,72649
"6207A",769,551895
"6207C",1503,211140
"6208A",283,359466
"6208C",966,134959
"6209A",147,167178
"6209C",522,57435
"6210A",537,394763
"6210C",2141,148078
"6211A",524,250721
"6211C",2032,94595
"6212A",1035,653796
"6212C",1927,244445
"6214A",120,48817
"6214C",521,16519
"6215A",143,55535
"6215C",659,18904
"6216A",86,86132
"6216C",203,31409
"6217A",701,259100
"6217C",1762,97711
"6218A",63,91083
"6218C",250,31914
"6220A",185,255756
"6220C",1013,87975
"6221A",195,240922
"6221C",596,91818
"6223A",178,188489
"6223C",118,52722
"6224A",129,110470
"6224C",278,42386
"6225A",150,102116
"6225C",296,39354
"6226A",163,93243
"6226C",559,33247
"6227A",80,42146
"6227C",115,15094
"6228A",75,85228
"6228C",38,31129
"6229A",556,131030
"6229C",268,45351
"6230A",227,114695
"6230C",271,41398
"6231A",451,186457
"6231C",538,68911
"6232A",662,290159
"6232C",642,100922
"6233A",189,140881
"6233C",133,55030
"6234A",256,322876
"6234C",268,123368
"6236A",472,220816
"6236C",1076,85991
"6238A",415,183446
"6238C",278,66203
"6239A",242,55321
"6239C",246,19226
"6240A",167,189235
"6240C",121,64506
"6241A",140,121610
"6241C",156,40372
"6242A",191,106564
"6242C",315,34204
"6243A",99,82119
"6243C",87,26719
"6244A",93,74045
"6244C",215,25210
"6245A",525,190721
"6245C",565,70576
"6246A",192,39680
"6246C",769,12024
"6249A",59,27952
"6249C",123,9222
"6253A",31,63839
"6253C",47,20011
"6254A",164,92405
"6254C",348,32411
"6255A",106,78368
"6255C",73,26271
"6261A",48,70486
"6261C",27,24068
"6262A",50,45605
"6262C",121,15444
"6263A",157,48080
"6263C",369,16106
"6264A",88,29740
"6264C",236,9929
"6265A",161,94917
"6265C",179,29528
"6267A",39,27744
"6267C",212,9983
"6270A",268,151662
"6270C",329,55860
"6271A",51,126947
"6271C",26,46958
"6272A",493,302237
"6272C",948,112076
"6273A",283,189341
"6273C",404,69774
"6275A",1148,530983
"6275C",1912,197392
"6276A",459,260931
"6276C",614,84251
"6277A",109,139377
"6277C",36,47539
"6278A",572,282248
"6278C",421,107501
"6279A",162,103634
"6279C",147,37443
"6280A",736,332051
"6280C",1056,124962
"6281A",377,293672
"6281C",1083,111948
"6282A",348,402172
"6282C",387,141352
"6283A",667,430675
"6283C",1659,179000
"6284A",553,226488
"6284C",931,76501
"6285A",453,249812
"6285C",654,92699
"6286A",943,336079
