"ID","ILI","popstat"
"6286C",2338,118760
"6287A",378,261976
"6287C",938,91300
"6288A",103,60590
"6288C",107,18887
"6290A",864,212794
"6290C",1352,80267
"6291A",643,196005
"6291C",946,75379
"6292A",462,174859
"6292C",713,62987
"6293A",902,204939
"6293C",1037,75281
"6294A",1243,374286
"6294C",2101,139777
"6295A",1181,317071
"6295C",2721,112780
"6296A",1927,494626
"6296C",2834,180191
"6297A",1000,169060
"6297C",744,63493
"6298A",227,116819
"6298C",753,42980
"6299A",190,95858
"6299C",624,38169
"6300A",2296,1209177
"6300C",4125,443042
"6301A",1454,613757
"6301C",1704,237988
"6302A",983,524007
"6302C",1722,209772
"6303A",673,522212
"6303C",462,157550
"6304A",366,118495
"6304C",264,46830
"6305A",303,315118
"6305C",581,115924
"6306A",240,202670
"6306C",313,71309
"6307A",754,192017
"6307C",526,72786
"6308A",49,90656
"6308C",175,38447
"6309A",68,108927
"6309C",173,43657
"6310A",755,282286
"6310C",1078,107375
"6312A",208,89641
"6312C",357,37460
"6313A",44,102793
"6313C",299,43945
"6314A",54,122050
"6314C",107,46980
"6315A",430,167712
"6315C",533,67026
"6316A",111,97780
"6316C",103,38185
"6317A",885,201895
"6317C",1353,84526
"6318A",45,42041
"6318C",39,16184
"6320A",250,298655
"6320C",253,105165
"6321A",256,251532
"6321C",378,84473
"6322A",582,487651
"6322C",922,191838
"6324A",154,177589
"6324C",425,61592
"6325A",183,347209
"6325C",190,132549
"6326A",125,200146
"6326C",42,64304
"6327A",900,484208
"6327C",2064,179600
"6328A",861,471579
"6328C",1137,170196
"6329A",562,298507
"6329C",574,106315
"6330A",809,849700
"6330C",6314,330763
"6331A",1178,1000226
"6331C",5218,363266
"6333A",482,433074
"6333C",3300,156413
"6334A",1448,681988
"6334C",4759,249513
"6335A",401,326857
"6335C",268,130583
"6336A",608,394586
"6336C",307,144233
"6337A",298,379481
"6337C",508,121809
"6338A",379,319273
"6338C",831,129866
"6339A",488,311190
"6339C",1045,111520
"6341A",193,169296
"6341C",240,59315
"6342A",202,335292
"6342C",422,115178
"6344A",109,178958
"6344C",742,65501
"6346A",207,295280
"6346C",304,104312
"6347A",471,271675
"6347C",732,103170
"6349A",165,193506
"6349C",318,72160
"6350A",67,230742
"6350C",96,82704
"6351A",32,172167
"6351C",62,61970
"6354A",182,114017
"6354C",167,41529
"6355A",164,84965
"6355C",216,29366
"6356A",142,196033
"6356C",181,69626
"6359A",81,147267
"6359C",96,53113
"6360A",97,152647
"6360C",167,58167
"6361A",122,115689
"6361C",122,45240
"6362A",23,96581
"6362C",11,34566
"6365A",215,178177
"6365C",241,67956
"6366A",150,150219
"6366C",170,61005
"6367A",26,61992
"6367C",39,27835
"6368A",140,128375
"6368C",116,45977
"6370A",1304,458247
"6370C",2238,164574
"6371A",715,308330
"6371C",1261,107951
"6372A",255,238467
"6372C",180,79058
"6373A",639,296123
"6373C",1206,103348
"6374A",215,102097
"6374C",236,33848
"6376A",513,221342
"6376C",504,69004
"6377A",286,181959
"6377C",282,59542
"6378A",594,273166
"6378C",565,91373
"6379A",285,212927
"6379C",496,68878
"6380A",289,211828
"6380C",650,78378
"6381A",306,422621
"6381C",573,169076
"6383A",434,151113
"6383C",347,55010
"6384A",133,96990
"6384C",91,34494
"6385A",303,117089
"6385C",213,39907
"6386A",443,208218
"6386C",410,83166
"6388A",1031,137347
"6388C",1461,52531
"6390A",80,150448
"6390C",62,60103
"6395A",94,212330
"6395C",108,81679
"6400A",552,131221
"6400C",456,47320
"6401A",90,80455
"6401C",89,30907
"6402A",910,387764
"6402C",288,136167
"6403A",181,179674
"6403C",220,65214
"6404A",308,102151
"6404C",330,35892
"6407A",84,57506
"6407C",336,21100
"6409A",85,42030
"6409C",108,15120
"6410A",896,263131
"6410C",814,98026
"6411A",466,76264
"6411C",310,25729
"6412A",29,28531
"6412C",49,9800
"6420A",51,118447
"6420C",49,40232
"6421A",323,110896
"6421C",442,39671
"6422A",117,81007
"6422C",130,32797
"6425A",132,40207
"6425C",314,13872
"6427A",25,93558
"6427C",169,34266
"6430A",599,408364
"6430C",816,153419
"6431A",466,218907
"6431C",480,80169
"6432A",536,427441
"6432C",655,149436
"6433A",177,100376
"6433C",149,37047
"6434A",117,92947
"6434C",131,34109
"6435A",229,158408
"6435C",405,60904
"6436A",311,194344
"6436C",441,75826
"6437A",167,104269
"6437C",416,39611
"6440A",294,463998
"6440C",1487,172929
"6441A",510,677131
"6441C",1792,258189
"6442A",426,311316
"6442C",764,114499
"6443A",251,155106
"6443C",55,56824
"6444A",85,193874
"6444C",108,68085
"6445A",30,89981
"6445C",12,32621
"6446A",227,241607
"6446C",159,95487
"6448A",169,184358
"6448C",390,71871
"6450A",523,315824
"6450C",689,119442
"6451A",192,185134
"6451C",418,71613
"6452A",596,436055
"6452C",599,163230
"6453A",369,267097
"6453C",181,100008
"6454A",325,265863
"6454C",49,97994
"6456A",131,190257
"6456C",103,67924
"6458A",485,198101
"6458C",509,79501
"6460A",144,264511
"6460C",221,107363
"6461A",101,277801
"6461C",216,108238
"6462A",158,482617
"6462C",257,185456
"6463A",453,351035
"6463C",568,133448
"6464A",157,77766
"6464C",74,34640
"6465A",61,248494
"6465C",55,108409
"6467A",209,176161
"6467C",231,74888
"6468A",328,159515
"6468C",315,65444
"6469A",131,166192
"6469C",108,66472
"6470A",97,62839
"6470C",99,25150
"6471A",346,154931
"6471C",195,56664
"6472A",190,109271
"6472C",246,43287
"6473A",85,171074
"6473C",141,66057
"6474A",23,142869
"6474C",20,50230
"6475A",168,86059
"6475C",135,33509
"6476A",75,69079
"6476C",112,26414
"6478A",41,100599
"6478C",35,36528
"6479A",121,160841
"6479C",212,60393
"6480A",1569,646281
"6480C",2336,222990
"6481A",878,883554
"6481C",984,324007
"6482A",423,587645
"6482C",479,270249
"6483A",654,546072
"6483C",900,201216
"6484A",568,260441
"6484C",509,98663
"6485A",201,113133
"6485C",96,49422
"6486A",447,222526
"6486C",634,86515
"6487A",175,112920
"6487C",183,41422
"6488A",584,357380
"6488C",487,133065
"6489A",217,93160
"6489C",264,33318
"6490A",1197,411767
"6490C",1219,159947
"6491A",185,59990
"6491C",187,22079
"6492A",263,197876
"6492C",327,75852
"6493A",521,170781
"6493C",505,73767
"6494A",701,305415
"6494C",459,126301
"6495A",742,227380
"6495C",606,89703
"6496A",635,143895
"6496C",365,52294
"6498A",160,100997
"6498C",244,33869
"6499A",48,43434
"6499C",102,15125
"6500A",101,121632
"6500C",134,42698
"6501A",73,88353
"6501C",67,33088
"6502A",63,115498
"6502C",71,40843
"6506A",21,88568
"6506C",15,32640
"6510A",196,45138
"6510C",288,18100
"6511A",102,46938
"6511C",246,18761
"6512A",186,22214
"6512C",214,9276
"6513A",155,24811
"6513C",224,8682
"6514A",62,24268
"6514C",51,9570
"6515A",69,79780
"6515C",79,29441
"6520A",28,74398
"6520C",32,28226
"6523A",57,78384
"6523C",136,29134
"6524A",96,73082
"6524C",219,25574
"6526A",61,57526
"6526C",38,20416
"6530A",210,346040
"6530C",520,126623
"6531A",331,375869
"6531C",786,134222
"6535A",76,287539
"6535C",72,108433
"6540A",41,80561
"6540C",54,29167
"6541A",84,134966
"6541C",100,51193
"6542A",66,70582
"6542C",45,24734
"6543A",64,102572
"6543C",48,36231
"6544A",290,210783
"6544C",383,78842
"6548A",78,98316
"6548C",127,34703
"6549A",17,260696
"6549C",19,93042
"6550A",64,364060
"6550C",99,141266
"6551A",61,422924
"6551C",96,159851
"6553A",161,532412
"6553C",285,206132
"6554A",273,584284
"6554C",414,188902
"6561A",76,45401
"6561C",211,17713
"6570A",130,89573
"6570C",237,34293
"6572A",216,35951
"6572C",385,14445
"6600A",632,900408
"6600C",1484,360725
"6601A",436,792942
"6601C",1033,303945
"6604A",811,784957
"6604C",1181,312517
"6605A",413,536438
"6605C",852,211853
"6606A",519,1608594
"6606C",629,596680
"6610A",166,165782
"6610C",277,63798
"6612A",53,114854
"6612C",547,42130
"6613A",44,78754
"6613C",55,29799
"6615A",92,106517
"6615C",82,38462
"6620A",77,167401
"6620C",76,61217
"6622A",135,248818
"6622C",146,94278
"6624A",76,79790
"6624C",93,29519
"6625A",147,96347
"6625C",91,36910
"6626A",65,87774
"6626C",63,32594
"6628A",33,113604
"6628C",32,41018
"6640A",450,316517
"6640C",1031,122054
"6641A",391,304395
"6641C",167,105666
"6650A",42,78023
"6650C",26,28560
"6660A",238,262487
"6660C",119,97064
"6661A",35,81057
"6661C",33,32938
"6662A",134,205316
"6662C",95,71397
"6667A",23,61785
"6667C",39,23446
"6670A",29,92903
"6670C",25,39454
"6680A",280,97786
"6680C",350,39841
"6681A",426,314410
"6681C",224,117687
"6683A",58,42534
"6683C",49,16613
"6684A",40,36364
"6684C",41,14319
"6685A",121,147140
"6685C",201,49731
"6686A",53,36803
"6686C",47,15814
"6687A",43,67787
"6687C",76,28397
"6688A",106,84119
"6688C",182,34702
"6689A",98,37591
"6689C",125,14639
"6700A",221,345856
"6700C",322,129702
"6703A",65,147855
"6703C",305,58763
"6704A",157,220651
"6704C",470,85607
"6705A",717,328434
"6705C",782,134939
"6706A",92,138497
"6706C",61,54298
"6707A",332,204834
"6707C",207,76755
"6708A",434,202425
"6708C",390,76003
"6710A",157,94074
"6710C",169,37303
"6711A",367,156782
"6711C",335,62273
"6712A",179,176169
"6712C",303,72709
"6713A",73,107085
"6713C",257,42813
"6714A",39,101204
"6714C",95,41156
"6717A",26,59039
"6717C",93,23302
"6718A",39,67475
"6718C",222,26958
"6725A",59,52259
"6725C",75,18756
"6730A",1264,345208
"6730C",1079,124670
"6731A",1201,342784
"6731C",861,121143
"6734A",111,45635
"6734C",118,17292
"6735A",189,106905
"6735C",258,44010
"6737A",101,54320
"6737C",103,19500
"6738A",13,15968
"6738C",4,5613
"6740A",324,299858
"6740C",757,115947
"6741A",150,222999
"6741C",405,79026
"6743A",37,65119
"6743C",51,25644
"6744A",160,114664
"6744C",146,44684
"6745A",73,46857
"6745C",112,17016
"6748A",285,101823
"6748C",265,38504
"6750A",2416,1089843
"6750C",4032,422519
"6751A",566,371706
"6751C",938,156395
"6752A",662,743261
"6752C",1427,271455
"6754A",114,166096
"6754C",146,66023
"6755A",149,67945
"6755C",269,25199
"6756A",87,169553
"6756C",90,68000
"6757A",160,167042
"6757C",215,67907
"6758A",90,71146
"6758C",89,21549
"6759A",53,129580
"6759C",92,53012
"6760A",1907,619660
"6760C",3619,238957
"6761A",1344,476456
"6761C",2466,191785
"6762A",689,196872
"6762C",1297,75245
"6763A",67,90770
"6763C",50,38864
"6764A",180,70857
"6764C",230,28017
"6765A",139,234374
"6765C",281,93656
"6766A",90,83163
"6766C",123,34463
"6767A",56,89133
"6767C",94,37455
"6770A",535,1579299
"6770C",2531,615938
"6773A",373,507243
"6773C",1088,203265
"6774A",338,461576
"6774C",1170,193562
"6775A",465,590373
"6775C",841,238318
"6776A",62,144557
"6776C",48,58432
"6778A",207,151339
"6778C",238,56023
"6779A",68,85156
"6779C",64,35913
"6780A",102,246564
"6780C",202,118037
"6781A",172,182570
"6781C",259,69976
"6782A",292,786036
"6782C",899,330130
"6783A",122,123098
"6783C",34,56445
"6784A",70,153421
"6784C",28,63000
"6785A",245,573098
"6785C",771,304360
"6786A",235,401024
"6786C",562,158141
"6787A",221,526360
"6787C",639,162038
"6789A",38,34707
"6789C",38,14250
"6790A",171,107826
"6790C",194,50512
"6791A",290,117324
"6791C",332,46793
"6797A",146,185321
"6797C",590,82034
"6799A",92,354111
"6799C",508,167856
"6800A",1293,425571
"6800C",3377,162427
"6801A",1794,349726
"6801C",3898,136904
"6802A",1605,548517
"6802C",2609,179295
"6803A",123,76060
"6803C",341,19415
"6804A",346,125084
"6804C",699,37031
"6805A",867,260455
"6805C",797,92208
"6806A",452,127986
"6806C",548,50888
"6808A",130,58409
"6808C",203,23743
"6809A",649,271693
"6809C",1033,106488
"6810A",310,118874
"6810C",428,47276
"6811A",79,37856
"6811C",130,15722
"6820A",248,68881
"6820C",734,23145
"6836A",176,204378
"6836C",210,87772
"6837A",240,139838
"6837C",191,48446
"6838A",262,129629
"6838C",212,48600
"6840A",331,578361
"6840C",528,287256
"6841A",157,315382
"6841C",183,115913
"6850A",421,750823
"6850C",636,306990
"6852A",473,908819
"6852C",603,357178
"6853A",393,524985
"6853C",433,232053
"6856A",49,121268
"6856C",85,55266
"6857A",177,470950
"6857C",509,180508
"6880A",71,130816
"6880C",108,57639
"6890A",188,289635
"6890C",263,118028
"6891A",593,705841
"6891C",857,261765
"6900A",726,1442580
"6900C",984,558698
"6902A",731,715802
"6902C",966,298861
"6903A",17,78323
"6903C",45,37523
"6905A",210,99898
"6905C",331,35530
"6906A",174,397461
"6906C",364,176351
"6907A",290,343540
"6907C",551,145329
"6908A",153,274022
"6908C",265,115772
"6910A",185,158889
"6910C",722,59592
"6911A",127,101342
"6911C",300,34545
"6912A",257,123200
"6912C",713,39831
"6913A",817,739256
"6913C",2103,298080
"6914A",106,184743
"6914C",262,68923
"6915A",46,63781
"6915C",172,20002
"6917A",435,1116974
"6917C",958,479729
"6918A",35,51200
"6918C",69,16433
"6919A",102,275419
"6919C",124,114454
"6920A",258,659734
"6920C",415,266496
"6921A",349,751221
"6921C",325,260076
"6922A",102,379335
"6922C",350,159578
"6923A",247,559931
"6923C",256,273355
"6924A",33,124760
"6924C",38,66409
"6925A",280,645350
"6925C",450,297559
"6926A",865,733903
"6926C",1054,257286
"6927A",98,277831
"6927C",274,122395
"6928A",272,667121
"6928C",568,272347
"6930A",230,370526
"6930C",571,154170
"6931A",132,106317
"6931C",101,33996
"6932A",351,394726
"6932C",846,181729
"6933A",143,249862
"6933C",71,119887
"6934A",197,257426
"6934C",307,95877
"6935A",145,255182
"6935C",247,124060
"6936A",223,293771
"6936C",395,138380
"6937A",216,285761
"6937C",421,135608
"6939A",239,215239
"6939C",232,88085
"6940A",319,447583
"6940C",1022,140619
"6941A",475,489297
"6941C",629,92156
"6944A",43,70769
"6944C",228,21190
"6945A",915,1231445
"6945C",3120,467919
"6946A",158,240086
"6946C",540,84227
"6948A",49,94634
"6948C",86,38297
"6949A",397,210870
"6949C",523,67233
"6950A",413,446957
"6950C",535,160943
"6951A",492,544080
"6951C",804,198913
"6952A",92,265280
"6952C",91,119521
"6953A",779,536812
"6953C",986,244434
"6954A",152,275241
"6954C",136,98841
"6955A",62,93195
"6955C",75,30849
"6956A",556,634823
"6956C",849,236501
"6957A",153,132720
"6957C",265,55207
"6958A",305,456770
"6958C",691,186718
"6959A",217,267930
"6959C",201,104596
"6960A",157,158883
"6960C",91,61055
"6967A",52,482807
"6967C",60,186988
"6970A",381,411328
"6970C",493,153819
"6971A",129,169806
"6971C",212,65694
"6972A",393,475164
"6972C",450,146797
"6973A",262,314801
"6973C",408,117581
"6974A",315,294336
"6974C",419,98599
"6975A",49,143991
"6975C",84,53044
"6977A",264,107353
"6977C",145,38684
"6978A",25,76233
"6978C",16,30049
"6980A",1132,720995
"6980C",1375,250447
"6981A",833,518467
"6981C",821,123512
"6982A",186,471020
"6982C",212,174366
"6983A",216,377286
"6983C",378,142943
"6984A",186,226638
"6984C",417,83183
"6985A",137,244107
"6985C",218,85672
"6986A",499,306115
"6986C",1071,117777
"6988A",93,107090
"6988C",92,45858
"6990A",25,73858
"6990C",21,28498
"6991A",26,62003
"6991C",34,22409
"6992A",38,180986
"6992C",41,65035
"6993A",78,171836
"6993C",73,72308
"6997A",90,67970
"6997C",97,30728
"6999A",16,11514
"6999C",84,4687
"7010A",263,262448
"7010C",667,88624
"7013A",31,49237
"7013C",41,14944
"7014A",191,119405
"7014C",216,43763
"7015A",150,209713
"7015C",709,75805
"7016A",125,103911
"7016C",559,36830
"7018A",443,381527
"7018C",1281,144912
"7019A",111,264468
"7019C",662,92004
"7021A",413,722906
"7021C",634,195490
"7024A",270,221823
"7024C",416,69545
"7030A",208,219818
"7030C",441,83859
"7034A",24,47352
"7034C",30,16765
"7037A",18,42431
"7037C",66,14501
"7038A",290,179602
"7038C",877,60432
"7042A",77,99014
"7042C",91,33153
"7057A",54,47131
"7057C",26,15354
"7060A",270,370314
"7060C",270,128755
"7062A",101,96075
"7062C",88,35458
"7063A",51,148278
"7063C",36,51665
"7064A",694,395267
"7064C",277,141111
"7065A",339,157016
"7065C",63,58162
"7066A",267,122260
"7066C",141,50075
"7067A",80,182331
"7067C",33,66756
"7068A",237,247711
"7068C",1013,99921
"7070A",1895,912259
"7070C",3199,320160
"7071A",447,223025
"7071C",391,89891
"7073A",118,138856
"7073C",388,48943
"7074A",456,247934
"7074C",891,100140
"7075A",109,111025
"7075C",272,47339
"7076A",374,266932
"7076C",793,97189
"7077A",380,335209
"7077C",1239,131496
"7078A",548,206089
"7078C",1407,78568
"7079A",354,135063
"7079C",990,54112
"7080A",610,647591
"7080C",547,241492
"7081A",39,85655
"7081C",26,38693
"7083A",54,133534
"7083C",63,48626
"7085A",173,173989
"7085C",399,67466
"7086A",54,154289
"7086C",55,54957
"7087A",356,212083
"7087C",1402,80380
"7088A",1060,499850
"7088C",1666,181495
"7100A",1173,966417
"7100C",1563,208295
"7103A",135,270313
"7103C",396,96425
"7104A",674,740832
"7104C",577,322620
"7105A",1425,348107
"7105C",2488,135862
"7107A",280,121933
"7107C",157,44572
"7109A",399,279959
"7109C",1959,118189
"7110A",274,125180
"7110C",539,45522
"7112A",1788,1372215
"7112C",2950,523816
"7113A",694,671345
"7113C",1492,193706
"7114A",513,420493
"7114C",639,148011
"7115A",662,384124
"7115C",916,144056
"7117A",1152,853448
"7117C",3425,325686
"7118A",108,38738
"7118C",217,13868
"7119A",145,133300
"7119C",462,48238
"7120A",231,182226
"7120C",291,63477
"7121A",80,156026
"7121C",114,52740
"7123A",279,85474
"7123C",414,31470
"7125A",434,256433
"7125C",947,92496
"7130A",67,214826
"7130C",241,78037
"7131A",22,100683
"7131C",44,36577
"7132A",137,120847
"7132C",177,46839
"7150A",212,238602
"7150C",261,82313
"7151A",197,193770
"7151C",201,68102
"7152A",268,374677
"7152C",380,123425
"7153A",16,100649
"7153C",152,33435
"7154A",29,81453
"7154C",32,26596
"7155A",34,49324
"7155C",105,15589
"7156A",228,167315
"7156C",195,53933
"7157A",29,63382
"7157C",69,20166
"7160A",36,107629
"7160C",80,38423
"7161A",43,117924
"7161C",31,43118
"7162A",16,47129
"7162C",13,15757
"7163A",40,79971
"7163C",36,29117
"7164A",31,71885
"7164C",33,26982
"7165A",155,99076
"7165C",81,37216
"7170A",226,324543
"7170C",248,111394
"7172A",36,105036
"7172C",45,37999
"7173A",113,188487
"7173C",121,64972
"7175A",421,163902
"7175C",442,67559
"7176A",234,82737
"7176C",262,30455
"7178A",20,127505
"7178C",12,41903
"7180A",138,289538
"7180C",163,100601
"7183A",52,103298
"7183C",42,37880
"7186A",14,89383
"7186C",64,30050
"7187A",19,74463
"7187C",91,23776
"7189A",151,199420
"7189C",132,74827
"7190A",845,604960
"7190C",683,221981
"7191A",702,782738
"7191C",264,305903
"7193A",88,235496
"7193C",94,91189
"7194A",355,272373
"7194C",225,95279
"7195A",110,121391
"7195C",115,43362
"7196A",76,107055
"7196C",216,41248
"7197A",94,178551
"7197C",248,64895
"7198A",66,119971
"7198C",70,39803
"7199A",94,179818
"7199C",327,61825
"7200A",195,346038
"7200C",231,94772
"7201A",230,450452
"7201C",628,171126
"7206A",370,186922
"7206C",583,72198
"7207A",646,548105
"7207C",891,210371
"7208A",311,358090
"7208C",850,134942
"7209A",142,166101
"7209C",520,57528
"7210A",419,396454
"7210C",1038,148015
"7211A",371,251705
"7211C",994,94676
"7212A",842,653794
"7212C",1211,244812
"7214A",104,48391
"7214C",250,16660
"7215A",108,55091
"7215C",226,18820
"7216A",99,87965
"7216C",141,31279
"7217A",448,262403
"7217C",767,97563
"7218A",44,91933
"7218C",159,31751
"7220A",147,256540
"7220C",510,88926
"7221A",182,241526
"7221C",244,92102
"7223A",144,188894
"7223C",71,53970
"7224A",107,113310
"7224C",243,42753
"7225A",107,104896
"7225C",220,39389
"7226A",101,95273
"7226C",368,33451
"7227A",38,43742
"7227C",58,15168
"7228A",44,86174
"7228C",29,30701
"7229A",374,134486
"7229C",194,44656
"7230A",133,116838
"7230C",277,41446
"7231A",270,190463
"7231C",610,68941
"7232A",385,288290
"7232C",470,100837
"7233A",170,143942
"7233C",124,55169
"7234A",287,321820
"7234C",368,121959
"7236A",300,220471
"7236C",892,85119
"7238A",353,186392
"7238C",302,65365
"7239A",144,56056
"7239C",295,19135
"7240A",196,191169
"7240C",191,64475
"7241A",137,122523
"7241C",119,40093
"7242A",189,106654
"7242C",500,34320
"7243A",105,81998
"7243C",155,26594
"7244A",126,74411
"7244C",342,25277
"7245A",425,193219
"7245C",829,71018
"7246A",128,39303
"7246C",774,11941
"7249A",79,28038
"7249C",96,9066
"7253A",60,62627
"7253C",85,19490
"7254A",146,96567
"7254C",168,32983
"7255A",85,77989
"7255C",139,26009
"7261A",23,70229
"7261C",9,23712
"7262A",61,45424
"7262C",106,14901
"7263A",85,47080
"7263C",316,15403
"7264A",66,31376
"7264C",137,10180
"7265A",104,94910
"7265C",118,29920
"7267A",46,27862
"7267C",83,10010
"7270A",113,153951
"7270C",247,56313
"7271A",29,128608
"7271C",28,47567
